interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,13.86,21.78
interactive1,13.86,21.78
interactive2,15.96,25.08
interactive3,16.38,25.74
batch0,4.75,5.51
interactive0,14.7,23.1
interactive1,16.38,25.74
interactive2,15.12,23.76
interactive3,13.86,21.78
batch0,4.75,5.51
interactive0,14.7,23.1
interactive1,16.38,25.74
interactive2,15.12,23.76
interactive3,13.86,21.78
batch0,4.75,5.51
interactive0,14.7,23.1
interactive1,16.38,25.74
interactive2,15.12,23.76
interactive3,13.86,21.78
batch0,4.75,5.51
interactive0,14.7,23.1
interactive1,16.38,25.74
interactive2,15.12,23.76
interactive3,13.86,21.78
batch0,4.75,5.51
interactive0,14.7,23.1
interactive1,16.38,25.74
interactive2,15.12,23.76
interactive3,13.86,21.78
batch0,4.75,5.51
interactive0,6.72,10.56
interactive1,5.04,7.92
interactive2,14.5,11.0
interactive3,14.5,11.0
batch0,47.35,59.49
interactive0,6.72,10.56
interactive1,5.04,7.92
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,63.19,81.27
interactive0,6.72,10.56
interactive1,5.04,7.92
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,63.21,81.27
interactive0,6.72,10.56
interactive1,5.04,7.92
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,63.21,81.27
interactive0,6.72,10.56
interactive1,5.04,7.92
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,88.08,81.18
interactive0,13.63,10.34
interactive1,13.92,10.56
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,72.24,59.4
interactive0,0.87,0.66
interactive1,0.58,0.44
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,98.49,80.52
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.9,81.4
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.9,81.4
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.84,96.16
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.83,88.46
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.88,87.8
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,100.0,87.58
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.81,80.1
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,88.5,76.08
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,76.72,67.78
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.83,85.58
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.95,85.36
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.95,85.36
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.9,73.26
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.9,73.26
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.9,73.26
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.9,73.26
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.96,73.48
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,66.06,63.04
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.8,88.88
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,99.88,88.8
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,100.0,88.64
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,100.0,88.56
interactive0,0.0,0.0
interactive1,0.0,0.0
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,100.0,88.56
interactive0,8.4,13.2
interactive1,8.61,13.53
interactive2,8.61,13.53
interactive3,8.61,13.53
batch0,44.25,46.19
interactive0,8.4,13.2
interactive1,8.61,13.53
interactive2,8.61,13.53
interactive3,8.61,13.53
batch0,44.25,46.19
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.5,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.7,4.18
interactive0,13.86,21.78
interactive1,14.28,22.44
interactive2,16.38,25.74
interactive3,16.38,25.74
batch0,5.7,4.18
interactive0,16.38,25.74
interactive1,16.38,25.74
interactive2,13.86,21.78
interactive3,13.86,21.78
batch0,6.6,4.84
interactive0,16.38,25.74
interactive1,16.38,25.74
interactive2,13.86,21.78
interactive3,13.86,21.78
batch0,6.6,4.84
interactive0,16.38,25.74
interactive1,16.38,25.74
interactive2,13.86,21.78
interactive3,13.86,21.78
batch0,6.6,4.84
interactive0,13.02,20.46
interactive1,11.55,18.15
interactive2,5.25,8.25
interactive3,5.25,8.25
batch0,61.2,44.88
interactive0,13.02,20.46
interactive1,11.55,18.15
interactive2,5.25,8.25
interactive3,5.25,8.25
batch0,61.2,44.88
interactive0,5.04,7.92
interactive1,3.78,5.94
interactive2,14.5,11.0
interactive3,14.5,11.0
batch0,62.1,45.54
interactive0,5.04,7.92
interactive1,3.78,5.94
interactive2,0.0,0.0
interactive3,0.0,0.0
batch0,90.9,66.66
