queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,6.0,12.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,5.0,10.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,5.0,10.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,5.0,10.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,5.0,10.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,5.0,10.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,5.0,10.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,4.0,8.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,4.0,8.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,4.0,8.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,4.0,8.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,4.0,8.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,3.0,6.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,3.0,6.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,3.0,6.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,3.0,6.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,2.0,4.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
queue2,0.0,1.0,2.0
queue0,704.0,0.0,176.0
queue1,64.0,5.0,42.0
