name, resource
available resource, 2.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 6.0
available resource, 10.0
available resource, 10.0
available resource, 12.0
available resource, 14.0
available resource, 38.0
available resource, 38.0
available resource, 38.0
available resource, 62.0
