name, resource
available resource, 4.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 11.0
available resource, 0.0
available resource, 10.0
available resource, 26.0
available resource, 30.0
available resource, 33.0
available resource, 36.0
available resource, 39.0
available resource, 55.0
available resource, 86.0
