name, resource
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 5.0
available resource, 10.0
available resource, 10.0
available resource, 10.0
available resource, 10.0
available resource, 35.0
available resource, 35.0
available resource, 35.0
available resource, 60.0
