name, resource
available resource, 4.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 21.0
available resource, 0.0
available resource, 11.0
available resource, 29.0
available resource, 32.0
available resource, 35.0
available resource, 38.0
available resource, 41.0
available resource, 53.0
available resource, 86.0
