name, resource
available resource, 4.0
available resource, 3.0
available resource, 1.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 14.0
available resource, 37.0
available resource, 39.0
available resource, 40.0
available resource, 41.0
available resource, 42.0
available resource, 43.0
available resource, 44.0
available resource, 71.0
available resource, 71.0
