name, resource
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 0.0
available resource, 20.0
available resource, 10.0
available resource, 10.0
available resource, 10.0
available resource, 30.0
available resource, 30.0
available resource, 30.0
available resource, 30.0
available resource, 50.0
